,sub,m1a_ll,m1b_ll,m1c_ll,m2a_ll,m2b_ll,m2c_ll
372.0,372.0,-4.333414899888732,-3.792273429685991,-3.737949663358201,-4.164101184996109,-3.7381679782797534,-3.6098503764881853
374.0,374.0,-12.127000418375584,-4.677734534136417,-3.032810474415611,-11.71560519000379,-4.67773453417282,-3.032810474478008
381.0,381.0,-8.403366713643484,-6.288710559438676,-5.197884195498663,-8.403366713677023,-6.288710559438637,-5.197884196059203
388.0,388.0,-13.636771623478078,-12.886732059314749,-12.870519246107824,-12.476649250079014,-12.359551696557402,-11.741109774537275
392.0,392.0,-12.776361377096654,-11.151634341958834,-10.883675368476222,-12.086308778831478,-11.628491538395528,-10.874699032500848
393.0,393.0,-13.116109590123196,-13.116017984657653,-12.61985404784373,-13.11610959016047,-13.116017984661937,-12.619854047888548
394.0,394.0,-13.860873892471337,0.0,0.0,-12.461187531628024,0.0,0.0
397.0,397.0,-0.6931471860352761,-1.864015971184596e-06,-4.197252100053058e-08,-0.6931471805599453,-9.658940314238881e-15,-8.881784197001256e-16
400.0,400.0,-11.801744091815975,-11.588935981824307,-11.155333303195052,-11.793254130245407,-11.569665225257422,-10.54393481459184
401.0,401.0,-13.824026644752227,-13.76768698464418,-12.457745586716474,-13.824026644752525,-13.740916220211197,-12.457745586905055
403.0,403.0,-12.603317599135591,-10.756876355386916,-10.175567640873403,-12.603317599138457,-9.431802151666508,-9.251691965435114
405.0,405.0,-5.432858175648161,-5.048464637246117,-5.034105195814225,-4.722514358504993,-4.6923015854980115,-4.662387954669488
406.0,406.0,-10.820605361008633,-10.370141337894285,-9.90343605270558,-10.820605361009271,-10.12306256774848,-9.63803052979648
412.0,412.0,-6.507056831780763,-6.502376242036881,-5.1849720158112245,-6.379104718768878,-6.374530472463604,-5.070713279860159
413.0,413.0,-11.052109192494896,-10.934672018663502,-10.81574444350562,-11.052109192544524,-10.714140394777207,-10.673469634240835
417.0,417.0,-13.48571245377549,-0.020589917287186194,-1.220393806626358e-06,-12.476001491175838,-0.020589917359337653,-9.712930795846473e-08
419.0,419.0,-9.637729649172776,-9.561384160214871,-9.511760746514296,-9.63772964918395,-9.561384160217168,-9.511760746535344
420.0,420.0,-10.976128118356938,-5.690153761994914,-5.584470859881869,-10.976128118449406,-4.536681197856276,-4.465392005416836
421.0,421.0,-8.490033135795004,-6.236271090878484e-05,-9.296677556458829e-06,-8.400951257627474,-6.236271118092242e-05,-9.29867252094091e-06
425.0,425.0,-13.358510487282993,-12.763855678310872,-12.759980846216928,-12.461370001863894,-12.007494375178181,-11.947263021055404
427.0,427.0,-13.848391188334755,-10.564687954330847,-8.510332957071554,-12.40993244918397,-10.564687954331884,-8.510332957073288
428.0,428.0,-10.261095321010634,-10.246278380755534,-10.074345817501063,-9.632425107575857,-9.606864666718044,-9.574234451877457
431.0,431.0,-8.636972636242792,-6.504095768954483,-4.02304726916375,-7.920610037639268,-5.819106591212085,-3.735987401022146
434.0,434.0,-12.866488210645844,-12.740439111186918,-11.949157983437011,-12.77288713366444,-12.651240018185488,-11.949157983464183
435.0,435.0,-3.4949549065595673,-3.2414773471943197,-3.1626455212425584,-3.4949549065604004,-3.2414773472012266,-3.1605472641914814
436.0,436.0,-1.3862943611198906,0.0,0.0,-1.3862943611198906,0.0,0.0
438.0,438.0,-10.269636422512395,-8.831945124974245,-8.78975156240367,-9.869259710018156,-7.471610868186526,-7.379836016611561
439.0,439.0,-2.544702583648561,-2.0360380048611308e-12,0.0,-2.544702583669194,-2.0361490271635937e-12,0.0
442.0,442.0,-7.946163299833869,-2.187787882112606,-0.03222595834152259,-7.914824975697148,-2.187787882148539,-7.984500961907969e-09
443.0,443.0,-4.04997063501947,0.0,0.0,-4.0499706350518245,0.0,0.0
444.0,444.0,-4.772853912408743,-4.3662205458711085,-4.360295721928427,-4.74669810691558,-4.314118754098842,-4.308325876405978
445.0,445.0,-12.598834338532843,-7.443881859988813,-6.940827750814872,-12.476649250079014,-6.171200109240563,-6.020833796042351
446.0,446.0,-13.195495048301417,-1.9966203927683108,-1.0368217396022391e-10,-12.476649250079015,-1.5011095282677011e-06,-2.919886554764176e-14
448.0,448.0,-13.712796803784867,-10.38190961105807,-9.869729389942131,-13.71152351462884,-10.381909611059948,-9.869729389948292
449.0,449.0,-11.545964136438942,-10.570396309521708,-10.115931102799427,-11.283270448318358,-10.460612678317503,-10.041967655920992
451.0,451.0,-13.833551608699501,-13.435836823553812,-13.433571490729916,-13.833551608703104,-13.435836823554045,-13.433571490741878
452.0,452.0,-8.723787156759577,-7.0043071072014,-6.807608709981346,-8.723787156759636,-6.961015378690235,-6.7690887543915785
454.0,454.0,-13.77152592445608,-7.526588856546599,-5.766874002843661,-13.77152592445627,-7.526588856547544,-5.708821005024872
455.0,455.0,-12.985490986861658,-7.312985536927799,-4.6285864030895525e-11,-12.476649250079014,-4.9568998581278985,-1.4230172595872936e-11
